UPRN,YearMonth,CO2_EMISS_CURR_PER_FLOOR_AREA,ENERGY_CONSUMPTION_CURRENT,Estimated Energy_DOM_rf (kwh/m2)
100023006943.0,2018-08,39,223,211.34812770562775
100023027167.0,2018-08,101,600,132.87418055278062
100023308832.0,2018-08,21,122,228.32286659451657
200003412937.0,2018-08,33,187,281.30822416472415
200003416229.0,2018-08,26,147,117.92919819624825
200003436015.0,2018-08,31,175,283.07809802974805
200003473809.0,2018-08,58,329,195.76042864357865
5049620.0,2018-09,27,158,550.6368978576979
6070740.0,2018-09,37,209,195.7059228993229
12016412.0,2018-09,42,238,372.6161262071264
12029967.0,2018-09,61,350,234.39955732045735
12043877.0,2018-09,46,261,211.13538946608946
12058732.0,2018-09,58,272,281.6818894350747
12072509.0,2018-09,31,176,135.22347292152293
12088403.0,2018-09,53,311,266.83444003219006
12126196.0,2018-09,52,295,198.2056232656232
12162298.0,2018-09,23,130,162.9790764790764
34032233.0,2018-09,43,245,285.3596076867577
34074031.0,2018-09,45,217,307.02108504828504
34105057.0,2018-09,27,151,287.70551066156065
34139575.0,2018-09,37,210,131.04653722943738
34139714.0,2018-09,32,183,420.32476666666685
34139845.0,2018-09,36,203,217.2696751415251
46035398.0,2018-09,22,125,194.45732907092906
48027802.0,2018-09,31,177,194.05247316572323
48029244.0,2018-09,38,218,211.0445342435343
100028488.0,2018-09,48,275,460.59034614829613
128037840.0,2018-09,68,385,243.12572987567987
200031966.0,2018-09,45,257,295.0490930846931
202132592.0,2018-09,35,198,228.1691381840382
202140459.0,2018-09,60,341,149.62114617604624
202143458.0,2018-09,82,468,365.5118077478077
207131060.0,2018-09,72,411,230.06437198079698
207133810.0,2018-09,50,284,278.77018823953824
207198291.0,2018-09,24,136,225.48999547119544
217034830.0,2018-09,92,541,237.9412928127428
217057888.0,2018-09,37,209,255.10572868797868
217120354.0,2018-09,22,125,306.29299278499275
5300061169.0,2018-09,34,192,249.6337804112554
5870080032.0,2018-09,71,420,367.6750880841382
5870091870.0,2018-09,65,370,224.23540007770006
10001009128.0,2018-09,16,91,240.07238752913753
10008230830.0,2018-09,46,260,250.11498239538238
10008237902.0,2018-09,18,102,338.2988665501166
10008253303.0,2018-09,38,215,143.71849329004328
10008304755.0,2018-09,49,280,223.42608362193363
10008791584.0,2018-09,48,271,457.30990966255985
10009788765.0,2018-09,32,190,168.7600008269508
10033574651.0,2018-09,36,202,163.3264875180375
10034512250.0,2018-09,20,112,430.07381114996116
10070261046.0,2018-09,30,170,313.0167007603508
10070702745.0,2018-09,17,95,230.70004415584415
100020195684.0,2018-09,48,273,197.87956556221553
100020370573.0,2018-09,32,179,200.3928277056277
100020588630.0,2018-09,38,215,107.61396679986689
100020602470.0,2018-09,23,131,287.4708817349317
100020661102.0,2018-09,31,176,283.23084487734485
100020667521.0,2018-09,41,231,193.8484003163503
100021212435.0,2018-09,34,191,288.3564411477411
100021212446.0,2018-09,34,193,341.84726447996445
100021226272.0,2018-09,43,242,233.24205356310355
100021346413.0,2018-09,41,232,336.8163754856255
100021413716.0,2018-09,52,306,277.15263233433234
100021518354.0,2018-09,47,265,193.85104523809525
100021551863.0,2018-09,31,176,280.39952976467976
100021873073.0,2018-09,26,146,196.37518375513372
100021892876.0,2018-09,23,133,243.14605228660227
100021935499.0,2018-09,25,143,145.64957100677105
100021970710.0,2018-09,34,193,387.45967917637927
100022018003.0,2018-09,27,151,618.6439275613272
100022225988.0,2018-09,42,236,306.2525836940837
100022620833.0,2018-09,36,205,188.9614597624598
100022626404.0,2018-09,55,314,312.88331703574204
100022652977.0,2018-09,48,273,256.12197207792207
100022671162.0,2018-09,52,296,260.80180617715615
100022757637.0,2018-09,3,18,165.82224422244417
100022775114.0,2018-09,34,193,430.7480269119769
100022783735.0,2018-09,32,183,293.9467330391831
100022982556.0,2018-09,31,178,188.69607025752023
200000481816.0,2018-09,46,262,382.15360750360753
200001186311.0,2018-09,73,411,310.81728860583854
200003428977.0,2018-09,26,147,130.44017293556118
6043928.0,2018-10,26,149,220.32401212121212
6104346.0,2018-10,37,211,298.62457815517814
12000142.0,2018-10,28,166,192.77696291208792
12052749.0,2018-10,56,320,348.102534948385
12155114.0,2018-10,62,352,101.53705357975377
12184475.0,2018-10,27,151,307.34784686979685
34012888.0,2018-10,89,525,259.83846895881896
34038086.0,2018-10,31,174,222.70770727605728
34066035.0,2018-10,31,176,390.3275011544011
46002258.0,2018-10,33,189,273.760622000222
46064858.0,2018-10,20,116,330.84424393939395
46090397.0,2018-10,52,298,185.22981125541128
100011750.0,2018-10,42,241,287.37351971916974
121011187.0,2018-10,31,178,99.88077124542127
121017710.0,2018-10,62,367,191.51719257409258
121038815.0,2018-10,33,189,186.2902028249528
200006468.0,2018-10,43,243,178.01626280941286
200036886.0,2018-10,44,248,177.89067458097458
200069142.0,2018-10,52,296,297.6013641414142
200145571.0,2018-10,16,93,289.51208373848374
202031044.0,2018-10,45,257,202.51138196248195
202135079.0,2018-10,65,367,233.19510343267842
207095486.0,2018-10,51,291,266.4387101731602
207128715.0,2018-10,45,255,255.71933154623156
217005714.0,2018-10,53,301,137.60906131091133
217029214.0,2018-10,27,154,139.44186132201136
217093036.0,2018-10,24,139,305.86508034188034
217099292.0,2018-10,25,143,206.76871615051616
5300028531.0,2018-10,72,425,162.35623672993677
5870004126.0,2018-10,48,275,162.44783679653676
5870013896.0,2018-10,35,200,495.18103550338526
5870040043.0,2018-10,36,206,208.9419303030303
5870108695.0,2018-10,54,317,142.5860968808969
10007028093.0,2018-10,44,251,118.68503971028983
10008236213.0,2018-10,35,198,209.86237034077035
10010212529.0,2018-10,35,198,322.1483426295926
10013531402.0,2018-10,40,226,219.37674430014428
10022802294.0,2018-10,28,164,229.15395466200465
10023301427.0,2018-10,29,166,216.41577245532244
10070712172.0,2018-10,71,422,187.30249361749358
100020270730.0,2018-10,84,386,164.04327582972587
100020431408.0,2018-10,24,134,180.626392995893
100020639250.0,2018-10,44,251,241.46761341991342
100020985715.0,2018-10,38,217,285.81874861804863
100021070475.0,2018-10,43,241,288.4333174436675
100021080309.0,2018-10,28,157,214.76549269356371
100021170041.0,2018-10,69,408,133.24148392163391
100021210467.0,2018-10,61,346,180.83031189921198
100021237293.0,2018-10,37,208,107.67098152958164
100021241072.0,2018-10,39,222,256.87565703740705
100021245860.0,2018-10,50,283,257.864002003552
100021302717.0,2018-10,63,355,243.32958448773448
100021302755.0,2018-10,66,374,263.24548585303586
100021346330.0,2018-10,77,438,167.33488838383832
100021436524.0,2018-10,39,230,176.63595411255415
100021449023.0,2018-10,40,225,201.4780245310245
100021474435.0,2018-10,81,457,269.05770447330445
100021492813.0,2018-10,58,330,132.920038023088
100021524952.0,2018-10,48,270,190.33663465700965
100021536168.0,2018-10,35,200,252.32519536019535
100021557658.0,2018-10,63,358,221.41374908424908
100021802339.0,2018-10,39,220,193.8234466061716
100021831305.0,2018-10,37,213,312.57193015873014
100021897453.0,2018-10,49,281,188.79220916305923
100022273827.0,2018-10,39,223,278.6456318514819
100022750305.0,2018-10,28,159,208.96622626262624
100022784754.0,2018-10,36,203,168.38978268398273
100023024397.0,2018-10,34,196,194.86645235875233
100023038880.0,2018-10,28,161,252.78218174603174
100023226026.0,2018-10,39,233,322.3071924408924
100023353825.0,2018-10,74,422,414.66003605283606
100023398384.0,2018-10,32,183,251.21388916083916
100023408716.0,2018-10,50,285,360.4057917471416
100023510359.0,2018-10,77,436,470.83451109446116
200001424210.0,2018-10,49,276,180.9986108946609
5038994.0,2018-11,40,230,170.24963997113997
5054785.0,2018-11,26,145,252.4149145909646
5111197.0,2018-11,49,277,208.0263761238761
6165430.0,2018-11,31,184,282.79193083583084
12007888.0,2018-11,34,200,152.22696327561326
12017984.0,2018-11,71,419,388.5039191919192
12023068.0,2018-11,51,288,174.0772783494283
12062879.0,2018-11,36,204,184.7163567155067
12126604.0,2018-11,47,269,250.8436608946609
34105118.0,2018-11,120,711,181.94783405483406
48082117.0,2018-11,58,328,293.80761415806415
121001486.0,2018-11,91,517,250.08416116106116
121039128.0,2018-11,51,291,247.63308896103896
200150429.0,2018-11,76,431,322.06719126984126
200163257.0,2018-11,96,541,208.34563512043513
200196000.0,2018-11,147,871,254.51334586524587
200212269.0,2018-11,55,315,297.6645976967477
202107378.0,2018-11,44,248,329.91084973359966
207009047.0,2018-11,28,167,284.8533413031413
207098497.0,2018-11,38,215,255.04570714285714
207105720.0,2018-11,35,199,282.6395312021312
207144810.0,2018-11,44,252,299.21382484737484
207199992.0,2018-11,33,193,210.87808701298698
217097164.0,2018-11,29,164,352.69714877344876
217103777.0,2018-11,96,565,274.41757034632036
5300073746.0,2018-11,33,186,226.35904506049508
5300096193.0,2018-11,38,218,235.26031015651014
5300102361.0,2018-11,45,268,268.67889025974023
5870017640.0,2018-11,72,410,311.39479040404035
10000445971.0,2018-11,56,317,281.3264510545011
10002255317.0,2018-11,24,138,341.50026100011104
10003979338.0,2018-11,88,497,213.72872626262625
10010212575.0,2018-11,52,293,170.0815861305361
10014047031.0,2018-11,19,109,239.47516703851704
10023191424.0,2018-11,32,183,260.7167359307359
10024083641.0,2018-11,20,115,282.40755773670776
10024281052.0,2018-11,37,208,328.0635583638583
10034510996.0,2018-11,19,109,426.6446459040959
10034910250.0,2018-11,36,213,145.48479107004098
10034928761.0,2018-11,68,386,232.21080953490954
10070243757.0,2018-11,38,215,192.82476659451657
100020369905.0,2018-11,53,299,205.58308549228542
100020375764.0,2018-11,46,259,174.4767934963729
100020386598.0,2018-11,33,186,320.1542629132306
100020600679.0,2018-11,44,252,146.14850072150065
100020649316.0,2018-11,90,530,135.0164951770451
100021163137.0,2018-11,45,256,339.36462096237096
100021250343.0,2018-11,101,595,325.0878776889777
100021303073.0,2018-11,46,260,116.44707493062495
100021423676.0,2018-11,36,202,190.94597830502826
100021453805.0,2018-11,69,406,454.3139103174601
100021544948.0,2018-11,41,232,227.6708037240537
100021784813.0,2018-11,37,207,223.10090963480965
100021988002.0,2018-11,52,293,215.2633824175824
100022231722.0,2018-11,40,229,194.3009425962926
100022280689.0,2018-11,34,194,487.0162566877568
100022288486.0,2018-11,42,239,236.38106845376842
100022526804.0,2018-11,50,281,84.70364074259064
100022654170.0,2018-11,29,168,135.87768609168606
100022698225.0,2018-11,56,318,265.04477892107894
100022918478.0,2018-11,37,217,203.6877674936175
100022935966.0,2018-11,72,424,256.21663174603174
200000476525.0,2018-11,43,241,353.27642827727846
200000486435.0,2018-11,32,181,222.54988098013098
5021440.0,2018-12,65,385,141.30607569097566
5046596.0,2018-12,91,537,159.99267424242413
6144957.0,2018-12,82,486,181.74564718614718
12159041.0,2018-12,28,157,223.98643285048286
34052819.0,2018-12,49,245,171.15546349206357
34098069.0,2018-12,48,271,224.68930758130756
46023256.0,2018-12,33,186,297.99281937506936
48032020.0,2018-12,53,298,203.49057122322125
48072593.0,2018-12,61,347,142.25133442668442
200057572.0,2018-12,45,252,171.22737920412914
200110117.0,2018-12,58,326,365.72675260850264
200141887.0,2018-12,31,185,628.4759533910537
202227763.0,2018-12,70,416,174.9024327672328
207080033.0,2018-12,33,188,193.69524049284044
217099484.0,2018-12,65,372,252.54799454711954
10013528180.0,2018-12,14,81,733.6018555555553
10033598892.0,2018-12,23,131,185.26641175491173
10070000879.0,2018-12,19,111,213.6922580863581
10070248947.0,2018-12,38,225,184.73920238095235
100020470941.0,2018-12,38,218,245.49627135642135
100020697916.0,2018-12,43,247,141.67674675047186
100021202700.0,2018-12,41,234,86.57342243867248
100021291480.0,2018-12,36,202,294.40549859029863
100021294760.0,2018-12,53,304,327.43039547119565
100021400930.0,2018-12,109,646,171.38552948162942
100021763235.0,2018-12,40,225,376.7896703907204
100022000309.0,2018-12,34,195,269.7329631313131
100022202164.0,2018-12,42,240,345.1034511100012
100022206225.0,2018-12,48,271,366.30302343212355
100022248095.0,2018-12,38,226,109.73587872127877
100022273378.0,2018-12,38,218,231.89080878010878
100022557456.0,2018-12,37,208,189.14441879231885
100022581370.0,2018-12,32,183,155.38521221556215
100022595048.0,2018-12,29,167,314.9168237651238
100022625864.0,2018-12,55,310,202.39773562548558
100022710987.0,2018-12,45,255,176.62076666666673
100022742490.0,2018-12,29,165,213.49542568542574
100022808787.0,2018-12,49,280,241.3800012987013
100022810273.0,2018-12,115,651,261.02113189588187
100023327404.0,2018-12,47,264,194.4588942168942
100023633487.0,2018-12,44,262,177.03543363858364
200001421678.0,2018-12,41,233,196.90088609168606
5018552.0,2019-01,43,244,464.5027968753469
5069172.0,2019-01,37,214,285.9568415362416
6029947.0,2019-01,40,227,185.05307907647907
6058230.0,2019-01,34,194,112.2845231046731
12037393.0,2019-01,51,290,159.05229092574083
12104617.0,2019-01,39,219,252.45667236652235
12130680.0,2019-01,22,125,189.60674610389606
12159577.0,2019-01,36,212,266.47503284493285
34000812.0,2019-01,34,191,264.03388008658004
34060430.0,2019-01,47,267,259.2876652236652
46015663.0,2019-01,48,271,220.36456053391055
46091646.0,2019-01,48,269,306.9279396103896
48062693.0,2019-01,45,254,95.4121124431125
100023558.0,2019-01,46,262,246.4116259018759
100092005.0,2019-01,41,233,444.4918316738817
200008834.0,2019-01,50,284,308.30850739260745
200040580.0,2019-01,64,362,306.9227925241426
202031357.0,2019-01,46,260,251.0665488899989
202068307.0,2019-01,51,290,169.09634385059383
202098083.0,2019-01,51,292,272.5542694805195
207172133.0,2019-01,35,197,357.03906832611847
217027597.0,2019-01,39,224,335.90108564213574
5870051170.0,2019-01,67,398,197.4483928127428
10000817199.0,2019-01,24,137,190.050297974248
10008312828.0,2019-01,22,128,175.43780537240534
10008978874.0,2019-01,56,321,146.80980826673323
10009148063.0,2019-01,33,187,223.30278397713394
10009792611.0,2019-01,34,201,177.66537927627934
10013586424.0,2019-01,29,172,342.29746684981683
10022940726.0,2019-01,53,303,210.53992034632034
10023219639.0,2019-01,25,144,128.55252086802085
10023302624.0,2019-01,18,104,268.3038253073724
10033605170.0,2019-01,138,816,167.97239134754136
10070494336.0,2019-01,31,181,191.66583722943722
10090480752.0,2019-01,68,402,239.88030234765236
10091158326.0,2019-01,60,299,189.0395987512488
100020200765.0,2019-01,58,327,138.1896972194471
100020225885.0,2019-01,33,190,202.7242280663781
100020273722.0,2019-01,63,359,259.5638922077922
100020423440.0,2019-01,48,276,210.382526012876
100020476915.0,2019-01,39,223,191.47784357864356
100020624889.0,2019-01,62,351,247.0174283966034
100020702129.0,2019-01,42,238,329.3666177355325
100020942149.0,2019-01,59,333,135.55878705738706
100020998455.0,2019-01,33,186,198.9311571428571
100021034621.0,2019-01,42,240,181.47347207792203
100021064265.0,2019-01,51,290,246.79227000777001
100021317671.0,2019-01,50,284,437.46076318126336
100021346215.0,2019-01,48,271,196.94509514374516
100021385183.0,2019-01,41,235,243.3405414141414
100021487768.0,2019-01,25,141,161.6345515373514
100021504794.0,2019-01,35,197,234.3546673049173
100021771949.0,2019-01,45,254,198.37053015873022
100021775384.0,2019-01,58,328,213.42515193695192
100021981167.0,2019-01,40,226,215.65495111555114
100022210018.0,2019-01,32,184,128.93845356865353
100022222976.0,2019-01,37,213,212.70651118326117
100022234132.0,2019-01,41,231,194.23184183039183
100022286668.0,2019-01,48,271,283.9337826284826
100022294979.0,2019-01,39,223,192.19864760239756
100022679199.0,2019-01,35,198,374.83841128871126
100022682412.0,2019-01,37,210,265.118913003663
100022690435.0,2019-01,43,247,172.5256794261295
100022719381.0,2019-01,32,179,233.7684495115995
100022768781.0,2019-01,33,185,267.4582495670996
100022778178.0,2019-01,63,358,338.70171823176815
100022780913.0,2019-01,27,156,143.28106207126214
100022798269.0,2019-01,53,314,141.2070676323675
100023154641.0,2019-01,41,231,298.9084914392797
100023269987.0,2019-01,67,378,268.9563875180375
100023646361.0,2019-01,50,281,195.01249610944615
100023659699.0,2019-01,45,253,207.3570285714286
100023684163.0,2019-01,34,195,155.27193051948058
200000490453.0,2019-01,29,164,286.26749117957206
200001194073.0,2019-01,36,203,263.6608326173826
200003353580.0,2019-01,27,156,194.75705760905754
200003359984.0,2019-01,20,114,93.4435356421356
200003445650.0,2019-01,30,168,257.22418656343655
5056926.0,2019-02,40,229,275.6328839105339
5149082.0,2019-02,20,114,141.44371466866477
6022471.0,2019-02,59,336,215.1870733932734
6041357.0,2019-02,32,180,358.93885490620494
6062372.0,2019-02,66,389,205.29007640692635
6085308.0,2019-02,41,230,102.90024589854605
12009402.0,2019-02,93,553,507.02986546231546
12022408.0,2019-02,42,239,503.77980574980586
12109656.0,2019-02,67,397,246.6779108946609
12110348.0,2019-02,47,267,323.37754057609055
12113085.0,2019-02,33,187,277.5577689366189
12159229.0,2019-02,90,535,227.72426883116884
12161674.0,2019-02,41,244,232.36773472638473
34026125.0,2019-02,47,279,201.05529155844152
34053220.0,2019-02,31,180,163.52881919191918
46053788.0,2019-02,38,213,239.18363766233767
48055119.0,2019-02,51,289,317.3479462481963
100005266.0,2019-02,38,216,190.94618961038964
100065762.0,2019-02,50,284,307.47859862914856
200041821.0,2019-02,52,293,277.103425036075
200084562.0,2019-02,41,234,180.8887885947386
200147369.0,2019-02,46,263,114.6598040293041
200198759.0,2019-02,23,133,287.0267507215007
202128503.0,2019-02,32,182,187.54477081807087
202216248.0,2019-02,40,227,209.0071948828949
207049876.0,2019-02,67,385,333.364500993451
217001256.0,2019-02,30,172,149.20268545343538
217080682.0,2019-02,64,366,174.24762242202252
217090637.0,2019-02,48,273,165.10652672327666
217098481.0,2019-02,27,156,228.4089126984127
217111136.0,2019-02,50,297,114.3202571095571
5300042891.0,2019-02,30,171,303.95134847374845
5300097108.0,2019-02,45,264,232.41826588966592
5870021062.0,2019-02,41,232,192.80434141414142
5870045931.0,2019-02,32,180,146.55187841602853
5870109991.0,2019-02,31,176,318.0921072594073
10000815925.0,2019-02,38,217,160.84058138528133
10001296481.0,2019-02,39,231,206.38830310245308
10002170082.0,2019-02,25,144,119.4308841269841
10003979611.0,2019-02,22,124,183.6226261405262
10008315757.0,2019-02,18,104,294.73994877344876
10008987780.0,2019-02,62,365,177.03970644355647
10022802049.0,2019-02,20,115,464.09152541902563
10023223448.0,2019-02,71,403,197.7084858724609
10023301341.0,2019-02,27,153,344.064935031635
10033559663.0,2019-02,40,226,302.79106091686094
10093392646.0,2019-02,38,215,283.77720714285715
100020406909.0,2019-02,43,242,602.7086273171269
100020437558.0,2019-02,73,411,216.04042567432566
100020482262.0,2019-02,48,270,398.7655618825621
100020607757.0,2019-02,56,319,209.09008636918634
100020612356.0,2019-02,38,217,202.5577707070707
100020617265.0,2019-02,23,132,250.67672675657676
100020703616.0,2019-02,30,169,331.94094585969594
100020996070.0,2019-02,48,271,156.35053552558549
100021032776.0,2019-02,59,347,108.04712578532579
100021056365.0,2019-02,50,281,248.73422293262294
100021343269.0,2019-02,59,332,167.80198513708513
100021435620.0,2019-02,33,185,229.3982843711844
100021570028.0,2019-02,41,230,161.0796555555556
100021570558.0,2019-02,35,199,215.2575144078144
100021578820.0,2019-02,35,201,275.5491862914863
100021781670.0,2019-02,46,261,231.49879325674326
100021846448.0,2019-02,37,212,175.41913318903312
100021873346.0,2019-02,27,155,252.38553447663446
100022218595.0,2019-02,40,225,203.45607320457316
100022269884.0,2019-02,25,145,230.78454172771671
100022573564.0,2019-02,29,164,291.77968044178044
100022598073.0,2019-02,35,196,321.2290836108335
100022672767.0,2019-02,27,151,354.0055923520923
100022700228.0,2019-02,46,259,91.21297397602407
100022709132.0,2019-02,81,480,145.10055275280274
100022731154.0,2019-02,56,316,401.38673650793646
100022732852.0,2019-02,23,132,230.80109114774115
100022762586.0,2019-02,76,429,93.68036666666666
100022981202.0,2019-02,46,262,218.01212415362411
100023017083.0,2019-02,54,304,140.24899729159728
100023030933.0,2019-02,59,335,161.957512987013
100023204337.0,2019-02,37,211,191.26701893661894
100023387389.0,2019-02,34,195,244.32310673770672
200001451110.0,2019-02,54,310,283.1901223387723
200003423116.0,2019-02,37,211,225.6878914862915
5083350.0,2019-03,39,221,230.4616201909202
5113260.0,2019-03,86,512,228.13654126984127
6016568.0,2019-03,33,188,197.70283845598846
6071712.0,2019-03,40,229,348.49459584859596
6142467.0,2019-03,37,208,149.63043242035752
6160336.0,2019-03,33,193,192.76113371073376
12004547.0,2019-03,37,207,193.59371652236655
12009923.0,2019-03,41,233,149.83767573537574
12034314.0,2019-03,25,142,488.19469443334435
12078143.0,2019-03,45,255,171.70171295926292
12148461.0,2019-03,63,357,223.3421897546897
34002690.0,2019-03,50,284,417.202005072705
34026773.0,2019-03,35,200,153.69971708846708
34053228.0,2019-03,47,269,174.87454112554104
34074561.0,2019-03,35,201,194.06327583250084
46037110.0,2019-03,54,308,151.97081092241092
48027300.0,2019-03,47,270,307.81459755244754
121018627.0,2019-03,33,188,149.43562605172605
128031648.0,2019-03,30,168,271.76998154068156
200065820.0,2019-03,40,227,198.15540402375404
200229475.0,2019-03,56,329,363.0488861915861
202126994.0,2019-03,52,292,325.04253783993784
207007000.0,2019-03,43,246,188.5410182373183
207047917.0,2019-03,58,329,157.5632306637807
207051586.0,2019-03,59,333,423.11316023421017
5300024493.0,2019-03,37,213,304.7624423076923
5300044266.0,2019-03,41,230,199.07352164502166
5300045674.0,2019-03,35,199,174.1079888944388
5300095663.0,2019-03,41,234,396.79757882117883
5870028576.0,2019-03,84,494,176.84381380841378
10002267407.0,2019-03,20,116,125.45643073593084
10008238293.0,2019-03,36,204,149.54600697635698
10008993005.0,2019-03,40,228,262.88233844488843
10009018082.0,2019-03,37,212,373.2078978493728
10012929043.0,2019-03,29,164,378.89912622932627
10014047193.0,2019-03,22,127,324.6485150738151
10014053657.0,2019-03,22,125,107.61235905760913
10022940735.0,2019-03,33,185,358.1562632756132
10023193269.0,2019-03,19,109,233.20055844155843
10034509971.0,2019-03,55,315,333.759558091908
100020194002.0,2019-03,37,212,188.45728796203792
100020262117.0,2019-03,45,256,240.0277837218337
100020388369.0,2019-03,46,260,138.85906921411922
100020392929.0,2019-03,34,191,271.63723802308806
100020632780.0,2019-03,59,334,170.52207481962483
100020661423.0,2019-03,59,334,224.1425891477803
100020668554.0,2019-03,56,318,536.7133712787213
100021218577.0,2019-03,41,233,202.41858265623267
100021237423.0,2019-03,44,252,290.18295642690646
100021246496.0,2019-03,42,237,247.95617286602285
100021340508.0,2019-03,57,338,193.2438935009435
100021419974.0,2019-03,43,242,167.49859205794206
100021530500.0,2019-03,29,163,432.7645045565545
100021799885.0,2019-03,40,228,159.10086870906872
100021801462.0,2019-03,32,183,296.1647007215007
100021912534.0,2019-03,40,226,121.42029901209902
100021926118.0,2019-03,39,219,326.53311566766564
100021945550.0,2019-03,59,338,338.10884758019756
100021955815.0,2019-03,45,254,294.151209018759
100022006804.0,2019-03,60,342,361.91350330780324
100022237584.0,2019-03,26,151,162.5023659229659
100022265556.0,2019-03,83,493,203.97989748029744
100022279922.0,2019-03,80,473,172.68969783549787
100022303673.0,2019-03,48,280,235.11627664557665
100022308502.0,2019-03,50,284,262.10281565656567
100022561000.0,2019-03,36,203,188.94689095904093
100022770191.0,2019-03,37,212,343.0122
100022814057.0,2019-03,31,178,146.1316896325896
100022960331.0,2019-03,110,650,156.30901071706074
100023225834.0,2019-03,53,316,531.9295238372738
100023243130.0,2019-03,52,294,156.8023666666666
200002789959.0,2019-03,106,627,496.52710550005554
200003367947.0,2019-03,42,238,257.93430434010435
200003368441.0,2019-03,35,202,227.5513870906871
200003400715.0,2019-03,35,196,182.0573671106671
200003446635.0,2019-03,28,160,183.88089927849927
200003447224.0,2019-03,36,204,265.59806966366966
5011626.0,2019-04,28,161,217.7973367243867
5054077.0,2019-04,51,288,215.71575043290045
5114000.0,2019-04,49,278,147.69879548229548
6047500.0,2019-04,37,215,453.33483131313136
6076793.0,2019-04,40,237,209.40593896103897
6080001.0,2019-04,30,170,225.43270367965366
12148900.0,2019-04,31,176,256.40731825396824
34028932.0,2019-04,38,218,237.37555773670775
34050349.0,2019-04,60,343,202.6516483738484
34079315.0,2019-04,44,248,193.27608320013314
46052588.0,2019-04,27,155,197.91579928404926
48030560.0,2019-04,30,170,216.0152329004329
48111179.0,2019-04,46,261,212.34745165945162
121050386.0,2019-04,36,202,434.14524372849394
200081729.0,2019-04,41,235,158.40187954822957
200139333.0,2019-04,25,145,139.66239915084904
202142478.0,2019-04,18,105,225.12863721015825
202144803.0,2019-04,48,272,374.98617113997113
207030337.0,2019-04,45,254,242.08128413253414
207048524.0,2019-04,46,260,260.7112084915085
207100397.0,2019-04,41,231,180.01156100011104
207181975.0,2019-04,96,568,196.75459111280873
207199758.0,2019-04,41,231,498.8576399489401
217053448.0,2019-04,47,266,175.04861544011544
5300032513.0,2019-04,56,318,154.2646892995893
5300036992.0,2019-04,30,173,241.37289846264846
5300057701.0,2019-04,35,202,262.52093677433675
5870023318.0,2019-04,57,322,149.52255810855814
5870042643.0,2019-04,42,240,257.9318214285714
10007028762.0,2019-04,16,89,273.18043717393715
10008344546.0,2019-04,36,207,313.0383200188701
10012792052.0,2019-04,27,152,162.35659391719392
10013150270.0,2019-04,31,186,190.38823297258298
10013529476.0,2019-04,26,157,188.31412253857258
10023770411.0,2019-04,20,113,181.97644995004993
10033618707.0,2019-04,25,147,354.1141465145965
10033622365.0,2019-04,89,502,211.69237489177488
10034915695.0,2019-04,28,160,122.36271388056375
10090798525.0,2019-04,28,168,157.79819271284273
10094045865.0,2019-04,27,154,178.12435591075592
100020189289.0,2019-04,49,279,122.34279405594398
100020214811.0,2019-04,45,254,519.3574097735599
100020252067.0,2019-04,53,299,236.5212935175935
100020392837.0,2019-04,37,211,356.1148346320347
100020399338.0,2019-04,50,281,275.19821154401154
100020424873.0,2019-04,49,280,250.65822525252526
100020476188.0,2019-04,33,187,146.82863404650914
100020641884.0,2019-04,52,295,258.4072841269841
100020645577.0,2019-04,47,268,154.76583939948935
100021074353.0,2019-04,62,367,621.4303886668887
100021239217.0,2019-04,34,191,298.80125615495615
100021360782.0,2019-04,55,311,280.4709167887668
100021455279.0,2019-04,36,207,262.8767035076035
100021499693.0,2019-04,42,240,156.55975101010114
100021758990.0,2019-04,32,196,436.0919266233765
100021791268.0,2019-04,32,183,238.18875871350872
100021887094.0,2019-04,43,247,160.20076715506718
100021925285.0,2019-04,34,192,268.69109769674765
100022207814.0,2019-04,57,324,345.74207789987787
100022259744.0,2019-04,42,241,234.22565007215007
100022288003.0,2019-04,46,261,304.1866771950272
100022524845.0,2019-04,46,260,477.3977777722277
100022620314.0,2019-04,42,237,184.15521616161618
100022627240.0,2019-04,43,246,198.42220568875572
100022684055.0,2019-04,38,213,319.496806954157
100022710208.0,2019-04,33,186,172.2342998556999
100022736627.0,2019-04,39,224,129.4400463536463
100022818002.0,2019-04,35,200,113.29778260073252
100023032140.0,2019-04,41,230,236.53818382450882
100023058862.0,2019-04,30,170,241.79995674325673
100023231428.0,2019-04,38,215,201.39866197691197
100023263818.0,2019-04,73,430,274.336513997114
100023339217.0,2019-04,16,91,373.7642412365412
100023400599.0,2019-04,37,208,305.03002575757574
200001209406.0,2019-04,78,441,209.76845120990123
200003363351.0,2019-04,26,156,268.7889056277056
200003415597.0,2019-04,36,215,233.4748596070596
5010591.0,2019-05,25,143,176.25770480075482
5027743.0,2019-05,38,215,54.53468982683975
5043930.0,2019-05,28,159,229.47184662004662
5062045.0,2019-05,77,433,282.97932617382617
6030807.0,2019-05,42,236,174.6465238095239
6043488.0,2019-05,45,268,379.1868516927517
6162982.0,2019-05,25,141,120.24708196248193
12004617.0,2019-05,49,277,147.23407907647913
12071466.0,2019-05,48,275,192.58763033633034
34015461.0,2019-05,36,203,171.53222052294115
34148682.0,2019-05,54,308,143.11377945387943
46037412.0,2019-05,26,149,198.26972289377298
