UPRN,YearMonth,CO2_EMISS_CURR_PER_FLOOR_AREA,ENERGY_CONSUMPTION_CURRENT,Estimated Energy_DOM_rf (kwh/m2)
100021160308.0,2019-12,24,137,383.25002188922184
100021302244.0,2019-12,50,283,157.1031268231769
100021329809.0,2019-12,34,190,232.1798622044622
100021332221.0,2019-12,43,246,395.3090742535243
100021439906.0,2019-12,62,369,186.45082059884555
100021501005.0,2019-12,81,480,218.83310833055836
100021504083.0,2019-12,34,195,267.5845285603286
100021505083.0,2019-12,127,751,270.7225341991342
100022289765.0,2019-12,51,280,255.79398982683983
100022572884.0,2019-12,23,132,202.9377944943945
100022613565.0,2019-12,26,148,343.1961085525584
100022628514.0,2019-12,21,117,131.8938506077256
100022666946.0,2019-12,26,145,258.8570045454546
100022776685.0,2019-12,30,173,458.7871113275614
100022779946.0,2019-12,56,320,217.83550707070705
100022799287.0,2019-12,30,172,235.1013596070596
100023071573.0,2019-12,24,136,179.82590217560212
100023514225.0,2019-12,35,196,232.55092524142523
200000481948.0,2019-12,41,236,522.2720662448662
5078370.0,2020-01,35,202,196.3543297091797
5083309.0,2020-01,33,189,194.03514105339104
5090333.0,2020-01,28,161,166.90246121101114
6035672.0,2020-01,32,183,240.67287316017317
6162455.0,2020-01,27,155,236.4970472027972
6356931.0,2020-01,34,203,254.50805798090798
6357664.0,2020-01,31,185,166.2198551115551
6360717.0,2020-01,37,219,403.87031995782
12074364.0,2020-01,42,241,216.69494817959816
12096025.0,2020-01,48,273,206.54178128538126
34065936.0,2020-01,35,198,261.7993919191919
34096486.0,2020-01,50,283,254.6473336163836
46014875.0,2020-01,28,160,357.09840981240984
100041713.0,2020-01,42,239,165.64408723498724
100041912.0,2020-01,36,204,250.88450658785658
100046376.0,2020-01,58,328,162.0464252525253
100054258.0,2020-01,46,261,192.39906493506493
100069855.0,2020-01,50,285,163.59991444111455
121014687.0,2020-01,33,189,179.79051501831498
200066031.0,2020-01,66,376,279.6419761682762
200084818.0,2020-01,132,778,435.45295018870013
200085058.0,2020-01,31,175,215.7388157675658
200165295.0,2020-01,140,790,323.7077546620047
202032429.0,2020-01,32,180,186.80045937950945
202069086.0,2020-01,65,369,268.1198254079254
202119830.0,2020-01,41,235,187.1395438672438
202123220.0,2020-01,43,246,222.214168975469
207089189.0,2020-01,36,202,304.9398606005106
207102583.0,2020-01,43,246,313.2944031801532
207142075.0,2020-01,40,228,221.90859564879565
217002962.0,2020-01,23,129,510.9517197191697
5300067835.0,2020-01,54,306,451.77651103896125
10008333846.0,2020-01,20,111,114.74346764901765
10023770459.0,2020-01,29,169,270.2667961427461
10033631470.0,2020-01,51,301,193.01906195471201
10034913878.0,2020-01,26,149,293.11233075258076
10090481117.0,2020-01,101,600,246.07755023865025
10090505752.0,2020-01,71,417,307.23552568542567
10091058790.0,2020-01,38,213,335.4418304306804
10091636128.0,2020-01,61,348,176.27551723276727
100020377948.0,2020-01,51,290,310.58312215007214
100021014086.0,2020-01,46,261,291.3224319347319
100021037561.0,2020-01,43,243,223.89375158730158
100021075488.0,2020-01,49,277,324.8086245976246
100021209925.0,2020-01,65,380,132.40279055944058
100021288289.0,2020-01,54,307,268.9014750582751
100021318503.0,2020-01,65,382,174.33183066378066
100021372611.0,2020-01,33,188,650.3256116161617
100021430672.0,2020-01,35,201,190.92762760017763
100021441921.0,2020-01,58,344,148.4618493173494
100021776258.0,2020-01,46,260,291.87083643578643
100021840195.0,2020-01,47,264,344.8931983072483
100021857220.0,2020-01,108,634,279.47340323010326
100021915793.0,2020-01,47,267,139.32404823509813
100021994387.0,2020-01,60,343,312.1219142968143
100021997834.0,2020-01,47,225,171.58245332445324
100022221451.0,2020-01,45,283,246.82200122655124
100022313152.0,2020-01,46,261,169.0054965090465
100022533935.0,2020-01,43,246,210.8188062992563
100022657118.0,2020-01,41,235,234.20271344766343
100022752820.0,2020-01,56,315,481.3580627039624
100022907654.0,2020-01,69,389,385.8606064213566
100023318497.0,2020-01,68,387,247.54090227272727
200000505836.0,2020-01,38,216,196.17253715173712
200003474945.0,2020-01,32,184,372.9553497280497
5060566.0,2020-02,32,190,540.5006999001002
5062990.0,2020-02,54,307,133.7098534354534
6077834.0,2020-02,75,444,139.15681895881903
6166187.0,2020-02,18,102,201.4480193806194
6362959.0,2020-02,24,142,207.27510293595296
6363287.0,2020-02,16,92,162.73335428460433
12047956.0,2020-02,24,135,236.18175239205237
12171505.0,2020-02,23,134,266.7942565101565
12179574.0,2020-02,46,263,314.02330325785323
34130064.0,2020-02,108,639,318.1214437284937
46019911.0,2020-02,35,199,159.84097610167615
46023138.0,2020-02,41,232,316.8453368686869
46040126.0,2020-02,67,396,325.205463936064
46063444.0,2020-02,53,298,202.23126236541242
46065939.0,2020-02,43,244,147.29266143856142
48003192.0,2020-02,37,250,212.33138796203795
48125263.0,2020-02,38,224,194.5058717948718
48128535.0,2020-02,57,321,472.77842998668024
100008740.0,2020-02,42,241,126.01080104340086
121002041.0,2020-02,28,159,142.88806457431468
121046103.0,2020-02,31,183,651.2994680375181
128007412.0,2020-02,24,140,107.89357052392057
128031507.0,2020-02,30,179,261.2739457320457
200010537.0,2020-02,53,300,184.41256890331886
200081316.0,2020-02,48,269,333.89294520479524
202108183.0,2020-02,36,203,174.54798306138304
207120282.0,2020-02,48,272,199.4619036352536
207120548.0,2020-02,65,367,367.28686754356744
217020748.0,2020-02,51,300,371.1759225829726
5300041252.0,2020-02,43,242,172.1680129648129
5870041304.0,2020-02,28,160,279.10280362970366
5870083657.0,2020-02,35,201,136.86001398601402
10001267229.0,2020-02,20,112,132.20587805527805
10008223612.0,2020-02,28,159,185.26261264291264
10010216926.0,2020-02,23,137,292.69021553446555
10033566697.0,2020-02,54,308,187.7869426406926
10033579233.0,2020-02,34,201,224.0846807359307
10034786614.0,2020-02,34,200,179.55411718281715
100020229103.0,2020-02,28,160,215.421138000888
100020260838.0,2020-02,40,226,177.92940246420244
100020263023.0,2020-02,32,183,208.63598169053168
100020436196.0,2020-02,35,198,185.53458513708512
100020610736.0,2020-02,73,413,339.3181265123765
100020634437.0,2020-02,59,289,148.24332369852362
100020635478.0,2020-02,31,178,236.765447996448
100020675971.0,2020-02,42,237,269.55361327561326
100020688168.0,2020-02,28,156,223.07625093240094
100021015136.0,2020-02,43,243,283.8936497113997
100021183915.0,2020-02,71,418,206.967482967033
100021207004.0,2020-02,47,268,174.14818418248421
100021209173.0,2020-02,24,134,392.39360180375195
100021259190.0,2020-02,37,207,148.1238211566211
100021268135.0,2020-02,49,276,616.5372263070267
100021378289.0,2020-02,34,193,131.24242167832162
100021454281.0,2020-02,33,188,205.1867226606727
100021589645.0,2020-02,33,189,401.7933691031192
100021768165.0,2020-02,40,225,187.37605220269927
100021879755.0,2020-02,26,151,296.86492611832614
100021902271.0,2020-02,26,148,262.43338207903207
100021980754.0,2020-02,37,209,206.8279942057942
100022019304.0,2020-02,50,281,207.30556645021642
100022229934.0,2020-02,63,358,302.7926127483627
100022251399.0,2020-02,95,565,239.99026562326563
100022290166.0,2020-02,30,168,202.61711622821622
100022298228.0,2020-02,57,322,216.4662595571095
100022337020.0,2020-02,42,235,149.64317217782235
100022342301.0,2020-02,40,225,315.6812749583749
100022579270.0,2020-02,34,195,264.6213642135642
100022603405.0,2020-02,42,239,342.063943106893
100022655162.0,2020-02,26,145,192.67870086580083
100022696731.0,2020-02,35,200,123.32687566322556
100022712928.0,2020-02,62,352,131.1845629814629
100022749489.0,2020-02,53,299,198.7837103618604
100022757818.0,2020-02,51,291,246.9189227994228
100022781693.0,2020-02,37,212,311.3559846764347
100022886296.0,2020-02,38,226,383.14978463203465
100023054542.0,2020-02,42,238,217.398295992896
100023152322.0,2020-02,29,168,179.63209515484513
100023236186.0,2020-02,35,196,175.9508383671884
100023300429.0,2020-02,47,298,284.2794038239538
100023422585.0,2020-02,64,365,288.6667202741703
100023509159.0,2020-02,90,529,201.26734935064937
200000465728.0,2020-02,44,250,461.95464450549457
200003367809.0,2020-02,40,238,251.6220577089577
200003385786.0,2020-02,23,133,251.1979810855811
12016724.0,2020-03,27,153,249.5175464868465
12022354.0,2020-03,73,411,384.6486427849926
12041758.0,2020-03,60,343,277.30573394383396
12043582.0,2020-03,35,197,180.88965328319028
34017606.0,2020-03,37,208,308.65524004329
34017646.0,2020-03,30,172,230.0289474025974
34017659.0,2020-03,44,252,142.4322342712843
34063797.0,2020-03,51,287,221.79014199134198
34079047.0,2020-03,42,236,287.4776493506493
34087055.0,2020-03,50,284,124.7968130983396
46004650.0,2020-03,32,405,335.76270279720273
46075136.0,2020-03,29,163,240.7907391053391
48125232.0,2020-03,29,171,189.77900942945945
100060495.0,2020-03,35,201,163.48836067821074
121013527.0,2020-03,35,197,352.64703510378513
200015931.0,2020-03,46,254,207.85188383838386
202050700.0,2020-03,41,231,233.17270684315685
202107876.0,2020-03,63,370,211.7204564213564
202118022.0,2020-03,38,214,288.90512298257295
207030260.0,2020-03,37,209,251.19294895659897
207090877.0,2020-03,49,280,217.10145346320343
207125466.0,2020-03,42,237,426.71402594072595
207196800.0,2020-03,54,318,195.61306354201355
217011267.0,2020-03,44,251,401.1648708291708
217013103.0,2020-03,42,239,292.18761601731603
217050828.0,2020-03,57,324,240.92093775668775
217083863.0,2020-03,32,182,188.22617958152955
5870014225.0,2020-03,43,243,223.22786171051172
5870063617.0,2020-03,48,275,136.0945120046619
5870066771.0,2020-03,84,496,341.9022163447664
5870074254.0,2020-03,55,311,206.68802878787878
5870129366.0,2020-03,22,126,158.77682806637807
10000815757.0,2020-03,25,140,457.4185269785769
10008983426.0,2020-03,24,135,250.2095301975802
10014056082.0,2020-03,39,222,238.27506404151404
10033544285.0,2020-03,23,131,169.5852041847042
10034914232.0,2020-03,27,156,208.97116020091022
100020193566.0,2020-03,52,298,215.37080744255744
100020215073.0,2020-03,31,178,191.27278791763797
100020236073.0,2020-03,34,192,339.18210244755255
100020383776.0,2020-03,100,594,183.6216063270063
100020423903.0,2020-03,53,300,255.54129496614496
100020646618.0,2020-03,44,262,291.77068924963925
100020942725.0,2020-03,48,271,295.1148525974026
100020956314.0,2020-03,56,315,190.8081754856255
100021040159.0,2020-03,22,126,330.40526078366076
100021386048.0,2020-03,42,241,277.35692430902435
100021508318.0,2020-03,42,237,170.5570253968254
100021773278.0,2020-03,40,224,206.105856976357
100021899989.0,2020-03,36,207,148.17172887112886
100022292686.0,2020-03,32,179,107.14636395271384
100022315854.0,2020-03,44,251,174.65711575646574
100022599557.0,2020-03,10,60,182.72961457431455
100022625455.0,2020-03,12,67,202.41910838050833
100022724177.0,2020-03,42,239,322.61706479076486
100022732576.0,2020-03,56,320,259.9397684038184
100022772654.0,2020-03,39,223,315.20156018981015
100022817905.0,2020-03,25,141,155.1932118659118
100022957793.0,2020-03,36,206,314.9817157731158
100023307190.0,2020-03,40,228,101.16308090243089
200000496961.0,2020-03,59,337,292.39830405150406
200001427650.0,2020-03,32,179,479.6704590631593
200003357283.0,2020-03,34,195,160.78055446220446
5046520.0,2020-04,52,295,190.6453261127761
12079750.0,2020-04,35,215,140.3082385503385
100037927.0,2020-04,128,759,299.877516988567
100020205761.0,2020-04,47,266,341.2652045954046
100020982007.0,2020-04,33,189,267.05211973581976
100021186829.0,2020-04,61,343,282.68653434343435
100021374579.0,2020-04,53,302,218.726482023532
100021431459.0,2020-04,47,266,236.26713812853814
100021509416.0,2020-04,34,194,120.95372085137089
100021924114.0,2020-04,29,165,174.59843311688314
100022674592.0,2020-04,42,238,257.36141684426684
100022778099.0,2020-04,20,111,270.6935994061494
100023158025.0,2020-04,23,130,274.49326692196695
5007473.0,2020-05,36,203,376.6447201132201
5013637.0,2020-05,40,227,154.26477040182039
5051508.0,2020-05,42,238,248.2778733044733
6037282.0,2020-05,46,259,185.01521050061052
6061672.0,2020-05,26,146,214.38715685425683
12161901.0,2020-05,20,116,240.72180822510822
48010189.0,2020-05,28,158,116.50428305028302
200009256.0,2020-05,32,182,234.8171224886225
200060289.0,2020-05,34,195,84.95657584637587
200197297.0,2020-05,35,198,234.1109061882562
217077799.0,2020-05,38,217,317.43881268176267
217085149.0,2020-05,93,526,128.72254895659887
5300011321.0,2020-05,32,184,224.96884978354979
5300030337.0,2020-05,48,275,138.13725369630373
5300060026.0,2020-05,50,297,217.80136787101785
10002261693.0,2020-05,40,227,201.2827736929737
10008331607.0,2020-05,23,134,204.74365245310244
10024385791.0,2020-05,26,149,154.71166830946837
10033598580.0,2020-05,40,225,230.90476636696636
10034512447.0,2020-05,23,134,299.0476706212089
10070002618.0,2020-05,23,128,373.30602164502164
10070497209.0,2020-05,28,160,198.48395109335107
10090263556.0,2020-05,53,312,288.6015743619126
100020265168.0,2020-05,42,240,306.36339704184707
100020385913.0,2020-05,27,154,141.86739170274177
100020476120.0,2020-05,51,291,320.61697654012653
100021258211.0,2020-05,43,246,249.88952243867243
100021456971.0,2020-05,51,289,183.81817577977577
100021512807.0,2020-05,39,223,260.96985505050503
100022522840.0,2020-05,37,213,471.3975594072596
100022575843.0,2020-05,29,164,145.1773933177933
100022588839.0,2020-05,46,264,330.9115244977245
100022772638.0,2020-05,36,204,104.0821991341993
100022888126.0,2020-05,66,360,239.51070027195027
100023018885.0,2020-05,42,238,145.1775798146299
100023135804.0,2020-05,31,176,232.52898636363636
100023136308.0,2020-05,26,150,206.63449516594517
100023330384.0,2020-05,28,160,246.37921375846375
200001427977.0,2020-05,43,244,270.2842481906982
200003357672.0,2020-05,74,437,108.1294027417027
200003414062.0,2020-05,39,222,205.20677210012207
5013922.0,2020-06,31,177,373.75180927960923
5015687.0,2020-06,24,136,268.63052484737483
5042447.0,2020-06,51,287,279.0458830780331
6022271.0,2020-06,36,207,277.25115468420466
6036785.0,2020-06,44,248,205.1896421078921
6081220.0,2020-06,71,421,228.06963889998892
6141203.0,2020-06,59,350,144.27888437950946
6164825.0,2020-06,17,95,285.7591733044733
34021274.0,2020-06,33,190,119.03634819624821
34046501.0,2020-06,28,156,332.0686160228661
34069181.0,2020-06,37,212,328.5042393217893
34071591.0,2020-06,29,174,438.8977231990232
34082613.0,2020-06,27,153,211.12089808524814
34087907.0,2020-06,28,161,111.34068846708848
34166284.0,2020-06,40,226,643.0190550838055
34166380.0,2020-06,37,211,143.45327245532252
46016674.0,2020-06,27,153,230.7379497835498
48017926.0,2020-06,40,227,284.38679506604507
48018070.0,2020-06,34,191,177.3673725774226
48059681.0,2020-06,41,235,232.07064087024088
128033814.0,2020-06,31,177,348.76555823065826
200004336.0,2020-06,55,325,140.97431174381182
200043333.0,2020-06,47,265,245.60195316905316
200132035.0,2020-06,80,454,251.72125999001
200150035.0,2020-06,29,163,375.3488003996006
202038188.0,2020-06,48,276,222.29115207570206
202053942.0,2020-06,50,283,109.90294697524706
202128697.0,2020-06,29,166,178.74415584970586
207051025.0,2020-06,33,189,322.12418591408596
207053211.0,2020-06,40,226,139.06715714285718
207055030.0,2020-06,45,256,242.56561498501497
207117130.0,2020-06,49,277,222.39353555333557
207144379.0,2020-06,50,282,251.32068913863915
207149121.0,2020-06,44,248,196.97307227772234
207151672.0,2020-06,30,171,269.3889835497835
217016706.0,2020-06,45,256,199.64974163059162
217040746.0,2020-06,23,130,291.2347680708181
217053520.0,2020-06,58,328,541.1447966255963
217067310.0,2020-06,21,118,248.80928277278278
217071284.0,2020-06,39,219,301.4172075424575
5300025377.0,2020-06,88,521,182.62162695082702
5300035308.0,2020-06,39,224,130.1270456598957
5870010922.0,2020-06,35,197,163.05495173715178
5870014224.0,2020-06,35,199,226.32726435231436
5870039426.0,2020-06,33,188,140.76266065601072
10000817930.0,2020-06,50,296,243.62299884559886
10002252219.0,2020-06,35,198,187.22901970251965
10009005192.0,2020-06,50,285,368.34870043290033
10014053466.0,2020-06,23,133,114.53598971028981
10033559026.0,2020-06,94,555,247.12227445887447
10070004406.0,2020-06,32,184,160.89291054501055
10070263723.0,2020-06,25,145,223.7364476911977
10070722237.0,2020-06,32,179,307.612437090687
10070724685.0,2020-06,93,552,357.6708277777778
10090548637.0,2020-06,41,234,332.8477191641691
10095494500.0,2020-06,50,293,227.59081604506605
100020199844.0,2020-06,23,129,199.60381146631147
100020217077.0,2020-06,82,467,228.47917841602842
100020246364.0,2020-06,31,179,151.22148318348317
100020246365.0,2020-06,32,180,194.28840533910534
100020259929.0,2020-06,47,267,205.50091399711397
100020379016.0,2020-06,38,215,196.12821587301588
100020397748.0,2020-06,38,213,404.464981912532
100020659600.0,2020-06,64,379,319.3436896492396
100020976896.0,2020-06,42,236,102.27535966255968
100021045035.0,2020-06,24,138,398.5267407647908
100021054609.0,2020-06,32,183,386.71731833721833
100021056983.0,2020-06,46,261,398.17816839826844
100021415963.0,2020-06,56,320,310.11770151515157
100021421329.0,2020-06,39,223,106.3008787545788
100021432891.0,2020-06,40,224,256.7925559163059
100021491306.0,2020-06,50,281,460.49708731268726
100021535171.0,2020-06,36,205,255.02199098124098
100021750862.0,2020-06,46,258,211.92841914751915
100021858130.0,2020-06,28,159,345.32900291930287
100021907452.0,2020-06,40,228,311.29171183261184
100022005185.0,2020-06,42,241,274.89992006882005
100022229972.0,2020-06,44,251,438.6496588744588
100022241193.0,2020-06,93,529,150.34492445332455
100022268105.0,2020-06,30,173,284.22422787767783
100022342149.0,2020-06,44,247,244.62754737484738
100022677262.0,2020-06,35,196,191.66359968364966
100022725399.0,2020-06,39,224,291.8182531746032
100023177915.0,2020-06,28,158,269.4333038239538
100023307767.0,2020-06,24,134,164.35689639249637
100023324432.0,2020-06,57,322,565.1165993839492
100023619106.0,2020-06,65,384,150.87071565656566
200003482364.0,2020-06,35,201,197.87293594183592
200003981794.0,2020-06,16,89,168.09874695859696
5032348.0,2020-07,22,125,275.9428906815407
6007125.0,2020-07,28,158,295.872054967255
6026548.0,2020-07,20,111,436.02439855699856
12031673.0,2020-07,43,244,231.78032137862138
12057689.0,2020-07,30,170,162.27518036963033
46077898.0,2020-07,44,249,316.8605726551227
48038207.0,2020-07,21,117,116.45809343434348
100026248.0,2020-07,55,310,99.57023693251185
128021400.0,2020-07,30,171,291.31587723387725
128037633.0,2020-07,40,226,190.1034150793651
200031080.0,2020-07,87,512,194.7495038961039
200111505.0,2020-07,50,285,229.28322102342102
200227489.0,2020-07,43,244,339.99130105450104
202017897.0,2020-07,66,392,140.86177936507931
202043426.0,2020-07,41,231,315.3514567432568
202062255.0,2020-07,34,193,330.9826075091575
202074941.0,2020-07,38,217,213.96317543845043
202095091.0,2020-07,47,268,126.64620049395046
202138522.0,2020-07,79,448,159.30494000444
202139358.0,2020-07,17,97,460.2116303085803
202145142.0,2020-07,110,653,197.17929044844047
202148184.0,2020-07,36,206,430.35086190476187
207055342.0,2020-07,55,311,505.00620430680425
207088556.0,2020-07,46,263,202.66590790320794
207114366.0,2020-07,32,180,279.5942849150849
207116761.0,2020-07,48,271,255.4795643245643
207123871.0,2020-07,37,209,300.1245421356422
207142918.0,2020-07,31,175,529.9587945498943
207184877.0,2020-07,19,106,108.49828063603073
207202311.0,2020-07,36,211,334.7013466810966
217042212.0,2020-07,37,209,278.5540083028083
217057022.0,2020-07,65,384,225.84020245061956
217097731.0,2020-07,23,129,235.01888347208347
5300011614.0,2020-07,40,230,223.57659260739257
5300019862.0,2020-07,34,202,217.04341493506493
5300021585.0,2020-07,29,163,168.64852669552675
5300052531.0,2020-07,45,267,145.69754808524806
5870028213.0,2020-07,26,148,153.36276948051955
5870040229.0,2020-07,54,305,150.33688347763348
10000001359.0,2020-07,27,152,120.62513823953819
10001295858.0,2020-07,35,209,246.10795217560218
10008794284.0,2020-07,24,135,234.75111950826948
10010211836.0,2020-07,20,115,168.82602316017312
10010214745.0,2020-07,30,177,209.9471240870241
10010214993.0,2020-07,29,167,130.05296515151525
10010222391.0,2020-07,15,87,347.2127717893219
10013524243.0,2020-07,33,194,95.72824881784874
10014049905.0,2020-07,41,236,247.39757895437896
10023770085.0,2020-07,22,125,171.07887031302027
10024085094.0,2020-07,30,175,298.619636963037
10034918075.0,2020-07,38,215,224.8344884115884
10070706211.0,2020-07,24,135,212.47190525585523
10091059316.0,2020-07,28,159,441.2468104229105
100020255073.0,2020-07,31,176,250.98146487401488
100020381961.0,2020-07,30,171,382.6913484015985
100020413627.0,2020-07,50,284,328.60079111999113
100020428655.0,2020-07,80,473,167.63869105339109
100020432088.0,2020-07,41,233,173.18567576867576
100020448155.0,2020-07,31,175,285.5477044178044
100020489476.0,2020-07,43,243,227.68063647186148
100020625595.0,2020-07,35,202,359.6367435064936
100020638955.0,2020-07,32,184,226.7841506271506
100020965001.0,2020-07,60,356,193.037987051837
100021056795.0,2020-07,46,261,186.96666681096673
100021064988.0,2020-07,34,194,328.18865265290265
100021073312.0,2020-07,32,180,223.79272276612275
100021254633.0,2020-07,58,327,227.39438636363636
100021279608.0,2020-07,66,392,108.63605366855361
100021289533.0,2020-07,44,247,260.4939780719281
100021304238.0,2020-07,58,330,265.22045505050505
100021306940.0,2020-07,33,186,214.20221933621931
100021368905.0,2020-07,48,273,228.6566575535576
100021460328.0,2020-07,65,370,198.71799968919964
100021516759.0,2020-07,38,215,317.59900697080695
100021747536.0,2020-07,36,207,276.41960606060604
100021810459.0,2020-07,50,281,218.438703013653
100021840447.0,2020-07,33,185,233.4223208069708
100021861240.0,2020-07,44,247,272.8829746031746
100021874037.0,2020-07,27,154,116.23481616716614
100021917025.0,2020-07,23,132,165.13105323010325
100021926573.0,2020-07,48,274,234.57072392884893
100022290371.0,2020-07,47,265,276.04220252525255
100022329611.0,2020-07,29,167,610.5100949827948
100022333355.0,2020-07,37,213,238.40791574536576
100022541059.0,2020-07,27,153,312.44310214230217
100022568154.0,2020-07,54,308,221.51997069597064
100022577258.0,2020-07,55,310,298.1945439393939
100022581247.0,2020-07,28,160,284.2158049173049
100022605050.0,2020-07,39,221,409.28792279942286
100022629772.0,2020-07,52,249,225.2381998945499
100022669364.0,2020-07,59,336,250.88996623376624
100022691490.0,2020-07,59,334,148.65801116661112
100022722487.0,2020-07,21,121,163.69677981462985
100022792523.0,2020-07,49,280,284.3069995837496
100022992760.0,2020-07,68,383,130.23863714618722
100023049892.0,2020-07,51,288,218.70887682317678
100023278107.0,2020-07,45,269,222.53872005772007
100023324198.0,2020-07,44,250,264.3817507936508
100023338117.0,2020-07,32,157,275.08621438561437
100023344086.0,2020-07,45,260,203.09135599400602
100023547753.0,2020-07,48,275,128.01024215784207
200000467451.0,2020-07,58,330,183.4900091519591
200000481329.0,2020-07,29,163,123.97502363747363
200000554198.0,2020-07,32,182,311.5085680985681
200001521006.0,2020-07,53,315,171.31843238428235
200003411099.0,2020-07,54,322,341.855655988456
200003413043.0,2020-07,39,219,116.80008620823631
200003751073.0,2020-07,33,188,132.35233144078137
5009134.0,2020-08,49,276,308.3945094516595
5009869.0,2020-08,30,169,125.89922335997346
5061434.0,2020-08,26,147,347.50591248196235
5095963.0,2020-08,41,232,162.15922182262187
5120377.0,2020-08,29,167,294.2193606393607
5136892.0,2020-08,14,82,290.9477193362194
6036623.0,2020-08,103,607,144.68077052947058
6161323.0,2020-08,17,100,481.1391466699969
12054077.0,2020-08,36,206,226.64904826839827
12061066.0,2020-08,38,218,128.82576825951833
12095659.0,2020-08,31,178,97.25991587301587
12178255.0,2020-08,36,206,192.8119465090465
34033983.0,2020-08,44,250,359.2348951659452
34034669.0,2020-08,42,240,300.4397886002886
34048765.0,2020-08,36,206,210.0502855144855
34131168.0,2020-08,30,173,610.6698811133313
46020487.0,2020-08,29,166,209.14344182484183
48008799.0,2020-08,97,573,214.42084437229437
48017950.0,2020-08,19,108,357.1328725468976
48018946.0,2020-08,50,284,204.4832992784993
48048078.0,2020-08,54,304,250.627515007215
48054311.0,2020-08,37,207,143.69120996226002
48067731.0,2020-08,42,237,199.59744997779995
48068958.0,2020-08,29,163,314.18586331446323
48116951.0,2020-08,51,300,157.84807884892888
121013628.0,2020-08,147,871,355.4046391663892
200048219.0,2020-08,66,373,220.30628822843823
200078398.0,2020-08,39,222,196.5316342546343
202058382.0,2020-08,64,365,207.6650437118437
202071063.0,2020-08,42,236,154.0721318237319
202133816.0,2020-08,33,188,200.99851946941948
207049134.0,2020-08,37,210,344.6656207070707
207159177.0,2020-08,45,255,315.81856655011654
207193744.0,2020-08,25,140,207.86328427128427
217058526.0,2020-08,23,133,204.74879627039627
217094345.0,2020-08,45,258,265.63040572760576
217113493.0,2020-08,18,108,326.0300151515151
5870091173.0,2020-08,96,566,202.70263272838275
10008790596.0,2020-08,27,151,341.0500017316017
10009148501.0,2020-08,70,395,132.09124974747476
10010440854.0,2020-08,33,195,247.19781395271394
10011848029.0,2020-08,45,258,176.31614586524586
10012787055.0,2020-08,32,190,249.0512292096792
10033565434.0,2020-08,42,239,168.58393409923417
10033613861.0,2020-08,17,96,237.9502558219558
10033614365.0,2020-08,67,381,176.4016545843046
10034912079.0,2020-08,53,299,197.54270656565657
10070243727.0,2020-08,29,171,144.61069949494953
10094253093.0,2020-08,83,494,437.23340093795093
100020190270.0,2020-08,56,331,176.9802165889666
100020218011.0,2020-08,31,174,163.47383402153406
100020237434.0,2020-08,96,567,138.53051065075272
100020273451.0,2020-08,77,439,664.9251413919413
100020372504.0,2020-08,43,250,335.9216409257409
100020461195.0,2020-08,56,315,453.18141394716406
100020585956.0,2020-08,43,245,334.25511334776337
100020666210.0,2020-08,60,342,98.54768178488166
100021005136.0,2020-08,26,145,182.6947065823066
100021056104.0,2020-08,25,142,310.5808288600289
100021219739.0,2020-08,35,198,226.74204716394715
100021251147.0,2020-08,42,239,340.41504559884555
100021258351.0,2020-08,60,339,148.37362633477636
100021286210.0,2020-08,56,317,277.05661904761905
100021303388.0,2020-08,52,294,170.88514093129095
100021318370.0,2020-08,54,308,280.69552520257525
100021374402.0,2020-08,65,370,196.32814680319672
100021379171.0,2020-08,42,239,249.05805624930625
100021384720.0,2020-08,52,292,242.68126975801977
100021424260.0,2020-08,45,255,261.19964374514376
100021437441.0,2020-08,31,176,224.9416478798979
100021479498.0,2020-08,41,231,89.26573523143523
100021539970.0,2020-08,33,187,176.4846202908203
100021801769.0,2020-08,28,177,206.5990968586969
100021807390.0,2020-08,44,251,152.48012828282828
100021825245.0,2020-08,29,163,200.13614332889338
100021844398.0,2020-08,49,277,195.4691875180375
100021893020.0,2020-08,68,387,250.48155294705296
100021914015.0,2020-08,45,253,161.27431893661893
100021958973.0,2020-08,32,184,156.27199588744594
100021968512.0,2020-08,21,120,319.3156936618937
100021997417.0,2020-08,40,228,239.75614227994228
100022217703.0,2020-08,47,269,289.6945428293928
100022278912.0,2020-08,34,195,285.84002565212563
100022302969.0,2020-08,46,265,114.01325945165951
100022303409.0,2020-08,55,314,185.98537321012327
100022515811.0,2020-08,40,225,257.6241908979909
100022525298.0,2020-08,53,299,108.3926734543235
100022532326.0,2020-08,44,248,125.17909062604062
100022550613.0,2020-08,42,239,176.76390318570313
100022552673.0,2020-08,37,212,289.17626659451656
100022558731.0,2020-08,83,492,182.6983612942613
100022591792.0,2020-08,43,243,149.50857987012995
100022620607.0,2020-08,42,251,187.82039082029084
100022657182.0,2020-08,44,250,326.1319748307248
100022792504.0,2020-08,35,201,143.66332886002886
100022822033.0,2020-08,43,246,340.01329090909076
100022918981.0,2020-08,43,246,175.25084486069483
100022984484.0,2020-08,35,199,184.9777217060717
100023010751.0,2020-08,32,181,239.1367204850705
100023329013.0,2020-08,34,195,231.57665337995337
100023363580.0,2020-08,52,293,89.85794201354196
200001185261.0,2020-08,32,182,126.90882071262058
200001417337.0,2020-08,55,314,199.28174932289932
200003389718.0,2020-08,32,184,202.47314105339106
200003433825.0,2020-08,77,458,119.86112546897536
200003449534.0,2020-08,47,264,380.5446325119326
